nombre,precio,url,tienda,fecha_actualizacion,precio_num,cant_std,unit_std,precio_unitario,categoria_limpia,posible_error_precio,precio_litro_final,marca
Leche San Marcos entera 6 pzas de 1 l c/u,$161.00,https://www.walmart.com.mx/ip/leche-san-marcos-entera-6-pzas-de-1-l-c-u/00750115840001?athbdg=L1300&from=/search,Walmart,2026-04-24T23:36:03.077Z,161.0,6.0,pzas,26.83333333333333,Lacteos,False,26.833333333333332,San Marcos
Leche Alpura Clásica entera 1.5 l,$50.00,https://www.walmart.com.mx/ip/leche-alpura-clasica-entera-1-5-l/00750105591025?from=/search,Walmart,2026-04-24T23:36:03.077Z,50.0,1.5,L,33.333333333333336,Lacteos,False,33.333333333333336,Alpura
Leche Alpura deslactosada light 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=2&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-light-1-l%2F00750105590414&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e0cTPuRsoXb2HUDksHM12LIFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjcd9hJjg5egcVK-nzmQBhRP5qtlkEI3yOoI60LKlZiUR&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-light-1-l/00750105590414,Walmart,2026-04-24T23:36:03.077Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Alpura
Leche Alpura Deslactosada 0% grasa 1 L,$38.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=3&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-0-grasa-1-l%2F00750105591828&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e_Vhp7m9Fh85-pdSks3ZZR8FQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjd9EUHtT4kVirjwjpy1luUXOu_rJcPiOnvOAw0VsV2wQlU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-0-grasa-1-l/00750105591828,Walmart,2026-04-24T23:36:03.077Z,38.0,1.0,L,38.0,Lacteos,False,38.0,Alpura
Leche Alpura deslactosada 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=4&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-1-l%2F00750105590142&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e25YRbElcx6OxMTxDwWmTpkFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjarD53C2cv6LQCBMkpQmCFKgmMighruKQWwyjjbdOmoplU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-1-l/00750105590142,Walmart,2026-04-24T23:36:03.077Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Alpura
Leche Alpura deslactosada 1.5 l,$51.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=5&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-1-5-l%2F00750105591027&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3ewk1mvI4bYww2kagDsS1ZWIFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjarD53C2cv6LQCBMkpQmCFKgmMighruKQWwyjjbdOmoplU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-1-5-l/00750105591027,Walmart,2026-04-24T23:36:03.077Z,51.0,1.5,L,34.0,Lacteos,False,34.0,Alpura
Leche Alpura Deslactosada 0% grasa 1.5 L,$51.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=6&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-0-grasa-1-5-l%2F00750105591863&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3eyF2PwljbgrXymIsUlu_yuoFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjd9EUHtT4kVirjwjpy1luUXOu_rJcPiOnvOAw0VsV2wQlU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-0-grasa-1-5-l/00750105591863,Walmart,2026-04-24T23:36:03.077Z,51.0,1.5,L,34.0,Lacteos,False,34.0,Alpura
Leche Alpura Selecta deslactosada 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=7&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-selecta-deslactosada-1-l%2F00750105590919&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e6iYMqS0zZrNXOvyzomfZHMFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjcd9hJjg5egcVK-nzmQBhRP5qtlkEI3yOoI60LKlZiUR&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-selecta-deslactosada-1-l/00750105590919,Walmart,2026-04-24T23:36:03.077Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Alpura
Leche Alpura deslactosada light 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-light-1-l%2F00750105590414&adUid=f48cf826-6387-4e56-8876-0a74bc69ae1a&mloc=sp-search-middle&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e0cTPuRsoXb2HUDksHM12LIFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJV0sYJ9xuvmaXDXIdQKFa7J7SxX6pKvvABo4vLA1NBMzBTSK7iWI3GwzBXat01WIjYJ0b_9jEBn3hM_0tQH58TPpTU9AeRwK45KBAKZYWQSCXYYCjM656y_inA2jBouMCjpYWCu3O7wF62cHVmX9zos&storeId=3721&tn=WMT_MX&wtn=hvgqan&bkt=ace1_default%7Cace2_default%7Cace3_default&/ip/leche-alpura-deslactosada-light-1-l/00750105590414,Walmart,2026-04-24T23:36:51.386Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Alpura
Leche Alpura Clásica parcialmente descremada 1 l,$36.00,https://www.walmart.com.mx/ip/leche-alpura-clasica-parcialmente-descremada-1-l/00750105590003?athbdg=L1506&from=/search,Walmart,2026-04-24T23:36:51.387Z,36.0,1.0,L,36.0,Lacteos,False,36.0,Alpura
Leche Lala UHT entera 1.5 l,$53.00,https://www.walmart.com.mx/ip/leche-lala-uht-entera-1-5-l/00750102055073?from=/search,Walmart,2026-04-24T23:36:51.387Z,53.0,1.5,L,35.333333333333336,Lacteos,False,35.333333333333336,Lala
Leche Lala UHT deslactosada y semidescremada 1.5 l,$54.00,https://www.walmart.com.mx/ip/leche-lala-uht-deslactosada-y-semidescremada-1-5-l/00750102055067?from=/search,Walmart,2026-04-24T23:36:51.387Z,54.0,1.5,L,36.0,Lacteos,False,36.0,Lala
Leche Lala UHT deslactosada y semidescremada reducida en grasa 1 l,$39.00,https://www.walmart.com.mx/ip/leche-lala-uht-deslactosada-y-semidescremada-reducida-en-grasa-1-l/00750102056591?from=/search,Walmart,2026-04-24T23:36:51.387Z,39.0,1.0,L,39.0,Lacteos,False,39.0,Lala
Leche Great Value deslactosada 1 l,$29.00,https://www.walmart.com.mx/ip/leche-great-value-deslactosada-1-l/00750649502144?from=/search,Walmart,2026-04-24T23:36:51.387Z,29.0,1.0,L,29.0,Lacteos,False,29.0,Great Value
Leche Great Value semidescremada 1 l,$27.00,https://www.walmart.com.mx/ip/leche-great-value-semidescremada-1-l/00750649501425?from=/search,Walmart,2026-04-24T23:36:51.387Z,27.0,1.0,L,27.0,Lacteos,False,27.0,Great Value
Leche Great Value deslactosada light 1 l,$29.00,https://www.walmart.com.mx/ip/leche-great-value-deslactosada-light-1-l/00750649502154?from=/search,Walmart,2026-04-24T23:36:51.387Z,29.0,1.0,L,29.0,Lacteos,False,29.0,Great Value
Leche Alpura Selecta entera 1 l,$36.00,https://www.walmart.com.mx/ip/leche-alpura-selecta-entera-1-l/00750105590503?from=/search,Walmart,2026-04-24T23:36:51.387Z,36.0,1.0,L,36.0,Lacteos,False,36.0,Alpura
Leche Alpura Selecta Entera 4 Pack 1 Lt c/u,$120.00,https://www.walmart.com.mx/ip/leche-alpura-selecta-entera-4-pack-1-lt-c-u/00750105591821?from=/search,Walmart,2026-04-24T23:36:51.387Z,120.0,1.0,L,120.0,Lacteos,False,30.0,Alpura
Leche fresca Lala fresca deslactosada y semidescremada 2% 1.8 l,$54.00,https://www.walmart.com.mx/ip/leche-fresca-lala-fresca-deslactosada-y-semidescremada-2-1-8-l/00750102054706?from=/search,Walmart,2026-04-24T23:36:51.387Z,54.0,1.8,L,30.0,Lacteos,False,30.0,Lala
Leche Great Value light 1 l,$28.00,https://www.walmart.com.mx/ip/leche-great-value-light-1-l/00750649502152?from=/search,Walmart,2026-04-24T23:36:51.387Z,28.0,1.0,L,28.0,Lacteos,False,28.0,Great Value
Leche Great Value entera caja con 6 pzas de 1 l c/u,$150.00,https://www.walmart.com.mx/ip/leche-great-value-entera-caja-con-6-pzas-de-1-l-c-u/00750649501426?from=/search,Walmart,2026-04-24T23:36:51.387Z,150.0,6.0,pzas,25.0,Lacteos,False,25.0,Great Value
Leche Lala UHT light baja en grasa 1 l,$37.00,https://www.walmart.com.mx/ip/leche-lala-uht-light-baja-en-grasa-1-l/00750102056594?athbdg=L1300&from=/search,Walmart,2026-04-24T23:36:51.388Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Lala
Leche Lala deslactosada 250 ml,$9.00,https://www.walmart.com.mx/ip/leche-lala-deslactosada-250-ml/00000007504270?from=/search,Walmart,2026-04-24T23:36:51.388Z,9.0,0.25,L,36.0,Lacteos,False,36.0,Lala
Leche Alpura deslactosada light 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=2&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-light-1-l%2F00750105590414&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e0cTPuRsoXb2HUDksHM12LIFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjcd9hJjg5egcVK-nzmQBhRP5qtlkEI3yOoI60LKlZiUR&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-light-1-l/00750105590414,Walmart,2026-04-24T23:36:51.388Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Alpura
Leche Alpura Deslactosada 0% grasa 1 L,$38.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=3&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-0-grasa-1-l%2F00750105591828&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e_Vhp7m9Fh85-pdSks3ZZR8FQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjd9EUHtT4kVirjwjpy1luUXOu_rJcPiOnvOAw0VsV2wQlU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-0-grasa-1-l/00750105591828,Walmart,2026-04-24T23:36:51.388Z,38.0,1.0,L,38.0,Lacteos,False,38.0,Alpura
Leche Alpura deslactosada 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=4&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-1-l%2F00750105590142&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e25YRbElcx6OxMTxDwWmTpkFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjarD53C2cv6LQCBMkpQmCFKgmMighruKQWwyjjbdOmoplU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-1-l/00750105590142,Walmart,2026-04-24T23:36:51.388Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Alpura
Leche Alpura deslactosada 1.5 l,$51.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=5&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-1-5-l%2F00750105591027&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3ewk1mvI4bYww2kagDsS1ZWIFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjarD53C2cv6LQCBMkpQmCFKgmMighruKQWwyjjbdOmoplU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-1-5-l/00750105591027,Walmart,2026-04-24T23:36:51.388Z,51.0,1.5,L,34.0,Lacteos,False,34.0,Alpura
Leche Alpura Deslactosada 0% grasa 1.5 L,$51.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=6&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-0-grasa-1-5-l%2F00750105591863&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3eyF2PwljbgrXymIsUlu_yuoFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjd9EUHtT4kVirjwjpy1luUXOu_rJcPiOnvOAw0VsV2wQlU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-0-grasa-1-5-l/00750105591863,Walmart,2026-04-24T23:36:51.388Z,51.0,1.5,L,34.0,Lacteos,False,34.0,Alpura
Leche Alpura Selecta deslactosada 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=7&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-selecta-deslactosada-1-l%2F00750105590919&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e6iYMqS0zZrNXOvyzomfZHMFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjcd9hJjg5egcVK-nzmQBhRP5qtlkEI3yOoI60LKlZiUR&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-selecta-deslactosada-1-l/00750105590919,Walmart,2026-04-24T23:36:51.388Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Alpura
Leche Alpura deslactosada light 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-light-1-l%2F00750105590414&adUid=bc95ed7c-526a-4317-8e28-b55f5140b563&mloc=sp-search-middle&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e0cTPuRsoXb2HUDksHM12LIFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJbaBauGuUPl908HiReFbtepG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjT-2E2_PC3EcRPs8_DyDdNS5AWteaQUCVrejrpl2qGKVXYYCjM656y_inA2jBouMCjpYWCu3O7wF62cHVmX9zos&storeId=3721&tn=WMT_MX&wtn=hvgqan&bkt=ace1_default%7Cace2_default%7Cace3_default&/ip/leche-alpura-deslactosada-light-1-l/00750105590414,Walmart,2026-04-24T23:37:35.578Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Alpura
Leche Alpura Selecta deslactosada 1 l,$37.00,https://www.walmart.com.mx/ip/leche-alpura-selecta-deslactosada-1-l/00750105590919?from=/search,Walmart,2026-04-24T23:37:35.578Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Alpura
Leche fresca Lala fresca light baja en grasa 1.8 l,$53.00,https://www.walmart.com.mx/ip/leche-fresca-lala-fresca-light-baja-en-grasa-1-8-l/00750102054705?from=/search,Walmart,2026-04-24T23:37:35.578Z,53.0,1.8,L,29.444444444444443,Lacteos,False,29.444444444444443,Lala
Leche Alpura Semi 1 l,$36.00,https://www.walmart.com.mx/ip/leche-alpura-semi-1-l/00750105590004?athbdg=L1506&from=/search,Walmart,2026-04-24T23:37:35.578Z,36.0,1.0,L,36.0,Lacteos,False,36.0,Alpura
Leche Lala UHT semidescremada reducida en grasa 1 l,$37.00,https://www.walmart.com.mx/ip/leche-lala-uht-semidescremada-reducida-en-grasa-1-l/00750102056595?from=/search,Walmart,2026-04-24T23:37:35.579Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Lala
Leche San Marcos deslactosada 1 l,$35.00,https://www.walmart.com.mx/ip/leche-san-marcos-deslactosada-1-l/00750115841450?athbdg=L1506&from=/search,Walmart,2026-04-24T23:37:35.579Z,35.0,1.0,L,35.0,Lacteos,False,35.0,San Marcos
Leche San Marcos entera ultrapasteurizada 1 l,$34.00,https://www.walmart.com.mx/ip/leche-san-marcos-entera-ultrapasteurizada-1-l/00750115841447?athbdg=L1506&from=/search,Walmart,2026-04-24T23:37:35.579Z,34.0,1.0,L,34.0,Lacteos,False,34.0,San Marcos
Leche Santa Clara Deslactosada Light 1.5 lt,$55.00,https://www.walmart.com.mx/ip/leche-santa-clara-deslactosada-light-1-5-lt/00750105538578?athbdg=L1506&from=/search,Walmart,2026-04-24T23:37:35.579Z,55.0,1.5,L,36.66666666666666,Lacteos,False,36.66666666666666,Santa Clara
Leche Alpura Deslactosada 0% grasa 6 pack 1 L c/u,$172.00,https://www.walmart.com.mx/ip/leche-alpura-deslactosada-0-grasa-6-pack-1-l-c-u/00750105591864?athbdg=L1505&from=/search,Walmart,2026-04-24T23:37:35.579Z,172.0,1.0,L,172.0,Lacteos,False,28.666666666666668,Alpura
Leche Alpura Deslactosada 0% grasa 1 L,$38.00,https://www.walmart.com.mx/ip/leche-alpura-deslactosada-0-grasa-1-l/00750105591828?athbdg=L1506&from=/search,Walmart,2026-04-24T23:37:35.579Z,38.0,1.0,L,38.0,Lacteos,False,38.0,Alpura
Leche Lala UHT deslactosada light baja en grasa 1 l,$39.00,https://www.walmart.com.mx/ip/leche-lala-uht-deslactosada-light-baja-en-grasa-1-l/00750102056592?from=/search,Walmart,2026-04-24T23:37:35.579Z,39.0,1.0,L,39.0,Lacteos,False,39.0,Lala
Leche Lala UHT entera deslactosada 1 l,$37.00,https://www.walmart.com.mx/ip/leche-lala-uht-entera-deslactosada-1-l/00750102056736?from=/search,Walmart,2026-04-24T23:37:35.579Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Lala
Leche Santa Clara semidescremada 1 l,$37.00,https://www.walmart.com.mx/ip/leche-santa-clara-semidescremada-1-l/00750105535099?athbdg=L1506&from=/search,Walmart,2026-04-24T23:37:35.579Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Santa Clara
Leche San Marcos parcialmente descremada light 1 l,$34.00,https://www.walmart.com.mx/ip/leche-san-marcos-parcialmente-descremada-light-1-l/00750115841449?athbdg=L1506&from=/search,Walmart,2026-04-24T23:37:35.579Z,34.0,1.0,L,34.0,Lacteos,False,34.0,San Marcos
Leche Alpura Selecta Deslactosada 4 Pack 1 Lt c/u,$124.00,https://www.walmart.com.mx/ip/leche-alpura-selecta-deslactosada-4-pack-1-lt-c-u/00750105591822?from=/search,Walmart,2026-04-24T23:37:35.580Z,124.0,1.0,L,124.0,Lacteos,False,31.0,Alpura
Leche Alpura deslactosada light 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=2&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-light-1-l%2F00750105590414&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e0cTPuRsoXb2HUDksHM12LIFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjcd9hJjg5egcVK-nzmQBhRP5qtlkEI3yOoI60LKlZiUR&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-light-1-l/00750105590414,Walmart,2026-04-24T23:37:35.580Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Alpura
Leche Alpura Deslactosada 0% grasa 1 L,$38.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=3&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-0-grasa-1-l%2F00750105591828&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e_Vhp7m9Fh85-pdSks3ZZR8FQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjd9EUHtT4kVirjwjpy1luUXOu_rJcPiOnvOAw0VsV2wQlU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-0-grasa-1-l/00750105591828,Walmart,2026-04-24T23:37:35.580Z,38.0,1.0,L,38.0,Lacteos,False,38.0,Alpura
Leche Alpura deslactosada 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=4&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-1-l%2F00750105590142&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e25YRbElcx6OxMTxDwWmTpkFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjarD53C2cv6LQCBMkpQmCFKgmMighruKQWwyjjbdOmoplU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-1-l/00750105590142,Walmart,2026-04-24T23:37:35.580Z,37.0,1.0,L,37.0,Lacteos,False,37.0,Alpura
Leche Alpura deslactosada 1.5 l,$51.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=5&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-1-5-l%2F00750105591027&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3ewk1mvI4bYww2kagDsS1ZWIFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjarD53C2cv6LQCBMkpQmCFKgmMighruKQWwyjjbdOmoplU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-1-5-l/00750105591027,Walmart,2026-04-24T23:37:35.580Z,51.0,1.5,L,34.0,Lacteos,False,34.0,Alpura
