nombre,precio,url,tienda,fecha_actualizacion,precio_num,cant_std,unit_std,precio_unitario,categoria_limpia,posible_error_precio,categoria_ml
Leche Uht Deslactosada Vaquitas,37.00..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=2&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:29:18.826Z,37.0,1.0,unidad,37.0,Lacteos,False,Leche
Leche Uht Semidescremada Capuccino,33.50..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=2&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:29:18.826Z,33.5,1.0,unidad,33.5,Lacteos,False,Leche
Leche Uht Entera Clasica,10.15..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=2&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:29:18.826Z,10.15,1.0,unidad,10.15,Lacteos,False,Leche
Leche Uht Deslactosada Entera,33.00..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=2&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:29:18.826Z,33.0,1.0,unidad,33.0,Lacteos,False,Leche
Leche Uht Light,25.50..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=2&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:29:18.826Z,25.5,1.0,unidad,25.5,Lacteos,False,Leche
Leche Uht Semidescremada,25.50..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=3&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:30:29.418Z,25.5,1.0,unidad,25.5,Lacteos,False,Leche
Leche Uht Deslactosada Vaquitas,37.00..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=3&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:30:29.418Z,37.0,1.0,unidad,37.0,Lacteos,False,Leche
Leche Uht Deslactosada Yomi,41.00..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=3&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:30:29.418Z,41.0,1.0,unidad,41.0,Lacteos,False,Leche
Leche Uht Deslactosada Light,33.00..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=3&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:30:29.418Z,33.0,1.0,unidad,33.0,Lacteos,False,Leche
Leche Uht Deslactosada,33.00..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=3&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:30:29.418Z,33.0,1.0,unidad,33.0,Lacteos,False,Leche
Leche Uht Light,30.80..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=3&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:30:29.418Z,30.8,1.0,unidad,30.8,Lacteos,False,Leche
Glasscake Clasico 3 Leches,73.00..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=4&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:31:13.826Z,73.0,3.0,L,24.33333333333333,Lacteos,False,Leche
Leche Mag Normex,20.00..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=4&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:31:13.826Z,20.0,1.0,unidad,20.0,Lacteos,False,Leche
Leche Magnesia Normex,34.00..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=4&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:31:13.826Z,34.0,1.0,unidad,34.0,Lacteos,False,Leche
Arroz Con Leche,44.70..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/leche/false?p=4&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:31:13.826Z,44.7,1.0,unidad,44.7,Lacteos,False,Leche
Arroz Con Leche,12.00..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/arroz/false?p=1&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:36:11.169Z,12.0,1.0,unidad,12.0,Lacteos,False,Leche
Arroz Con Leche,25.50..,https://www.lacomer.com.mx/lacomer/?utm_source=google&utm_medium=search&utm_campaign=fresko&utm_term=folleto&utm_content=24abr_10may_2026&gad_source=1&gad_campaignid=11025727661&gbraid=0AAAAADPHgffr5eXtFUzR_tdfpSOSAujaE&gclid=Cj0KCQjwkrzPBhCqARIsAJN460nyGTiKVxHuPv94_DbiCBsI4zAvF4rPuCSOTlD7VMYLwwlz9KnJO8QaAsrVEALw_wcB#!/item-search/137/arroz/false?p=3&t=0&succId=137&succFmt=100,La Comer,2026-04-28T00:37:44.475Z,25.5,1.0,unidad,25.5,Lacteos,False,Leche
Frijol negro Aurrera Querétaro 900 g,$20.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-negro-aurrera-queretaro-900-g/00750179161986?from=/search,Bodega Aurrera,2026-04-24T22:52:57.626Z,20.0,0.9,kg,22.22222222222222,Legumbres,False,Frijol
Frijol pinto Aurrera 900 g,$21.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-pinto-aurrera-900-g/00750179161985?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,21.0,0.9,kg,23.33333333333333,Legumbres,False,Frijol
Frijoles bayos Isadora refritos 430 g,$17.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-bayos-isadora-refritos-430-g/00750107130778?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,17.0,0.43,kg,39.53488372093023,Legumbres,False,Frijol
Frijoles bayos La Sierra refritos 430 g,$12.50,https://despensa.bodegaaurrera.com.mx/ip/frijoles-bayos-la-sierra-refritos-430-g/00750105242017?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,12.5,0.43,kg,29.069767441860467,Legumbres,False,Frijol
Frijoles negros Isadora refritos 430 g,$17.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-isadora-refritos-430-g/00750107130779?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,17.0,0.43,kg,39.53488372093023,Legumbres,False,Frijol
Frijoles Bayos La Sierra refritos 580 g,$15.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-bayos-la-sierra-refritos-580-g/00750105242043?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,15.0,0.58,kg,25.86206896551724,Legumbres,False,Frijol
Frijoles negros La Sierra refritos 430 g,$12.50,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-la-sierra-refritos-430-g/00750105242016?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,12.5,0.43,kg,29.069767441860467,Legumbres,False,Frijol
Frijoles peruanos Isadora refritos 430 g,$17.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-peruanos-isadora-refritos-430-g/00750107130777?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,17.0,0.43,kg,39.53488372093023,Legumbres,False,Frijol
Frijoles negros La Sierra refritos 580 g,$15.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-la-sierra-refritos-580-g/00750105242042?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,15.0,0.58,kg,25.86206896551724,Legumbres,False,Frijol
Frijoles negros La Costeña enteros 560 g,$15.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-la-costena-enteros-560-g/00750101700429?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,15.0,0.56,kg,26.785714285714285,Legumbres,False,Frijol
Frijoles bayos La Sierra enteros 560 g,$15.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-bayos-la-sierra-enteros-560-g/00750105242461?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,15.0,0.56,kg,26.785714285714285,Legumbres,False,Frijol
Frijoles negros La Sierra enteros 560 g,$15.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-la-sierra-enteros-560-g/00750105242460?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,15.0,0.56,kg,26.785714285714285,Legumbres,False,Frijol
Frijoles peruanos La Sierra refritos 430 g,$14.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-peruanos-la-sierra-refritos-430-g/00750105242125?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,14.0,0.43,kg,32.55813953488372,Legumbres,False,Frijol
Frijol Aurrera peruano 750 g,$35.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-aurrera-peruano-750-g/00750179163988?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,35.0,0.75,kg,46.66666666666666,Legumbres,False,Frijol
Frijoles bayos La Costeña refritos 580 g,$15.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-bayos-la-costena-refritos-580-g/00750101700427?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,15.0,0.58,kg,25.86206896551724,Legumbres,False,Frijol
Frijol negro Verde Valle 1 kg,$47.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-negro-verde-valle-1-kg/00750107130149?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,47.0,1.0,kg,47.0,Legumbres,False,Frijol
Frijoles negros La Costeña refritos 580 g,$15.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-la-costena-refritos-580-g/00750101700442?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,15.0,0.58,kg,25.86206896551724,Legumbres,False,Frijol
Frijoles bayos La Costeña enteros 560 g,$15.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-bayos-la-costena-enteros-560-g/00750101700436?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,15.0,0.56,kg,26.785714285714285,Legumbres,False,Frijol
Frijoles negros La Sierra refritos 650 g,$20.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-la-sierra-refritos-650-g/00750105242141?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,20.0,0.65,kg,30.769230769230766,Legumbres,False,Frijol
Frijoles bayos La Sierra refritos 650 g,$20.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-bayos-la-sierra-refritos-650-g/00750105242142?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,20.0,0.65,kg,30.769230769230766,Legumbres,False,Frijol
Frijol negro Bueno 810 g,$25.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-negro-bueno-810-g/00750137912018?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,25.0,0.81,kg,30.8641975308642,Legumbres,False,Frijol
Frijoles bayos Great Value refritos 430 g,$12.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-bayos-great-value-refritos-430-g/00750649500810?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,12.0,0.43,kg,27.906976744186046,Legumbres,False,Frijol
Frijol pinto Verde Valle 1 kg,$43.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-pinto-verde-valle-1-kg/00750107130144?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,43.0,1.0,kg,43.0,Legumbres,False,Frijol
Frijoles negros Great Value refritos 430 g,$12.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-great-value-refritos-430-g/00750649500811?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,12.0,0.43,kg,27.906976744186046,Legumbres,False,Frijol
Frijoles negros La Costeña refritos 430 g,$12.50,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-la-costena-refritos-430-g/00750101704293?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,12.5,0.43,kg,29.069767441860467,Legumbres,False,Frijol
Frijol negro Querétaro La Merced 907 g,$30.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-negro-queretaro-la-merced-907-g/00750104720344?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,30.0,0.907,kg,33.0760749724366,Legumbres,False,Frijol
Frijoles refritos Isadora Bayos 220 g,$9.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-refritos-isadora-bayos-220-g/00750107130767?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,9.0,0.22,kg,40.90909090909091,Legumbres,False,Frijol
Frijol flor de Mayo Aurrera 900 g,$28.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-flor-de-mayo-aurrera-900-g/00750179161987?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,28.0,0.9,kg,31.11111111111111,Legumbres,False,Frijol
Frijoles bayos Isadora refritos bajos en grasa 430 g,$18.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-bayos-isadora-refritos-bajos-en-grasa-430-g/00750107130775?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,18.0,0.43,kg,41.86046511627907,Legumbres,False,Frijol
Frijol negro michigan Bueno 907 g,$36.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-negro-michigan-bueno-907-g/00750137911402?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,36.0,0.907,kg,39.691289966923925,Legumbres,False,Frijol
Frijoles negros refritos La Costeña 310 g,$10.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-refritos-la-costena-310-g/00750101705015?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,10.0,0.31,kg,32.25806451612903,Legumbres,False,Frijol
Frijoles bayos refritos La Costeña 310 g,$10.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-bayos-refritos-la-costena-310-g/00750101705014?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,10.0,0.31,kg,32.25806451612903,Legumbres,False,Frijol
Frijol pinto La Merced 907 g,$30.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-pinto-la-merced-907-g/00750104720220?from=/search,Bodega Aurrera,2026-04-24T22:52:57.627Z,30.0,0.907,kg,33.0760749724366,Legumbres,False,Frijol
Frijoles negros Isadora enteros 454 g,$17.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-isadora-enteros-454-g/00750107130793?from=/search,Bodega Aurrera,2026-04-24T22:52:57.628Z,17.0,0.454,kg,37.44493392070484,Legumbres,False,Frijol
Frijoles bayos La Costeña refritos 220 g,$9.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-bayos-la-costena-refritos-220-g/00750101704302?from=/search,Bodega Aurrera,2026-04-24T22:52:57.628Z,9.0,0.22,kg,40.90909090909091,Legumbres,False,Frijol
Frijoles peruanos La Costeña refritos 430 g,$16.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-peruanos-la-costena-refritos-430-g/00750101704299?from=/search,Bodega Aurrera,2026-04-24T22:52:57.628Z,16.0,0.43,kg,37.2093023255814,Legumbres,False,Frijol
Frijoles negros La Costeña refritos 220 g,$9.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-la-costena-refritos-220-g/00750101704303?from=/search,Bodega Aurrera,2026-04-24T22:52:57.628Z,9.0,0.22,kg,40.90909090909091,Legumbres,False,Frijol
Frijoles peruanos La Costeña refritos 430 g,$16.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-peruanos-la-costena-refritos-430-g/00750101704299?from=/search,Bodega Aurrera,2026-04-24T22:53:39.830Z,16.0,0.43,kg,37.2093023255814,Legumbres,False,Frijol
Frijoles negros La Costeña refritos 220 g,$9.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-la-costena-refritos-220-g/00750101704303?from=/search,Bodega Aurrera,2026-04-24T22:53:39.830Z,9.0,0.22,kg,40.90909090909091,Legumbres,False,Frijol
Frijol pinto Schettino 907 g,$28.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-pinto-schettino-907-g/00750137281169?from=/search,Bodega Aurrera,2026-04-24T22:53:39.830Z,28.0,0.907,kg,30.87100330760749,Legumbres,False,Frijol
Frijoles negros La Morena refritos 440 g,$9.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-negros-la-morena-refritos-440-g/00750106270105?from=/search,Bodega Aurrera,2026-04-24T22:53:39.830Z,9.0,0.44,kg,20.454545454545453,Legumbres,False,Frijol
Frijoles bayos La Morena refritos 440 g,$9.00,https://despensa.bodegaaurrera.com.mx/ip/frijoles-bayos-la-morena-refritos-440-g/00750106270103?from=/search,Bodega Aurrera,2026-04-24T22:53:39.830Z,9.0,0.44,kg,20.454545454545453,Legumbres,False,Frijol
Frijol SOS pinto 750 g,$30.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-sos-pinto-750-g/00750137281334?from=/search,Bodega Aurrera,2026-04-24T22:53:39.831Z,30.0,0.75,kg,40.0,Legumbres,False,Frijol
Frijol Querétaro Schettino 907 g,$25.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-queretaro-schettino-907-g/00750137281168?from=/search,Bodega Aurrera,2026-04-24T22:53:39.831Z,25.0,0.907,kg,27.56339581036384,Legumbres,False,Frijol
Frijoles Isadora refritos peruanos 220 g,$12.50,https://despensa.bodegaaurrera.com.mx/ip/frijoles-isadora-refritos-peruanos-220-g/00750107130344?from=/search,Bodega Aurrera,2026-04-24T22:53:39.831Z,12.5,0.22,kg,56.81818181818182,Legumbres,False,Frijol
Frijol peruano La Merced 750 g,$45.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-peruano-la-merced-750-g/00750104720215?from=/search,Bodega Aurrera,2026-04-24T22:53:39.831Z,45.0,0.75,kg,60.0,Legumbres,False,Frijol
Frijol SOS negro 750 ml,$25.00,https://despensa.bodegaaurrera.com.mx/ip/frijol-sos-negro-750-ml/00750137281335?from=/search,Bodega Aurrera,2026-04-24T22:53:39.831Z,25.0,0.75,L,33.333333333333336,Legumbres,False,Frijol
Frijoles negros Isadora refritos 430 g,$18.00,https://www.walmart.com.mx/ip/frijoles-negros-isadora-refritos-430-g/00750107130779?athbdg=L1600&from=/search,Walmart,2026-04-24T23:25:56.964Z,18.0,0.43,kg,41.86046511627907,Legumbres,False,Frijol
Frijoles negros La Costeña enteros 560 g,$16.00,https://www.walmart.com.mx/ip/frijoles-negros-la-costena-enteros-560-g/00750101700429?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.964Z,16.0,0.56,kg,28.57142857142857,Legumbres,False,Frijol
Frijoles peruanos Isadora refritos 430 g,$18.00,https://www.walmart.com.mx/ip/frijoles-peruanos-isadora-refritos-430-g/00750107130777?athbdg=L1600&from=/search,Walmart,2026-04-24T23:25:56.964Z,18.0,0.43,kg,41.86046511627907,Legumbres,False,Frijol
Frijol negro Verde Valle 1 kg,$48.00,https://www.walmart.com.mx/ip/frijol-negro-verde-valle-1-kg/00750107130149?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.964Z,48.0,1.0,kg,48.0,Legumbres,False,Frijol
Frijoles bayos La Costeña refritos 430 g,$13.00,https://www.walmart.com.mx/ip/frijoles-bayos-la-costena-refritos-430-g/00750101704292?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.964Z,13.0,0.43,kg,30.232558139534884,Legumbres,False,Frijol
Frijoles bayos La Costeña enteros 560 g,$16.00,https://www.walmart.com.mx/ip/frijoles-bayos-la-costena-enteros-560-g/00750101700436?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.964Z,16.0,0.56,kg,28.57142857142857,Legumbres,False,Frijol
Frijol Verde Valle peruano 900 g,$52.00,https://www.walmart.com.mx/ip/frijol-verde-valle-peruano-900-g/00750107130104?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.964Z,52.0,0.9,kg,57.77777777777778,Legumbres,False,Frijol
Frijol Great Value pinto 900 g,$25.00,https://www.walmart.com.mx/ip/frijol-great-value-pinto-900-g/00750179162452?from=/search,Walmart,2026-04-24T23:25:56.964Z,25.0,0.9,kg,27.77777777777778,Legumbres,False,Frijol
Frijoles Bayos La Sierra refritos 580 g,$16.00,https://www.walmart.com.mx/ip/frijoles-bayos-la-sierra-refritos-580-g/00750105242043?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.964Z,16.0,0.58,kg,27.58620689655173,Legumbres,False,Frijol
Frijoles bayos Isadora refritos bajos en grasa 430 g,$22.00,https://www.walmart.com.mx/ip/frijoles-bayos-isadora-refritos-bajos-en-grasa-430-g/00750107130775?from=/search,Walmart,2026-04-24T23:25:56.964Z,22.0,0.43,kg,51.16279069767442,Legumbres,False,Frijol
Frijol negro Aurrera Querétaro 900 g,$21.00,https://www.walmart.com.mx/ip/frijol-negro-aurrera-queretaro-900-g/00750179161986?from=/search,Walmart,2026-04-24T23:25:56.964Z,21.0,0.9,kg,23.33333333333333,Legumbres,False,Frijol
Frijoles negros La Sierra enteros 560 g,$16.00,https://www.walmart.com.mx/ip/frijoles-negros-la-sierra-enteros-560-g/00750105242460?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.964Z,16.0,0.56,kg,28.57142857142857,Legumbres,False,Frijol
Frijoles bayos La Sierra enteros 560 g,$16.00,https://www.walmart.com.mx/ip/frijoles-bayos-la-sierra-enteros-560-g/00750105242461?athbdg=L1300&from=/search,Walmart,2026-04-24T23:25:56.964Z,16.0,0.56,kg,28.57142857142857,Legumbres,False,Frijol
Frijol pinto Verde Valle 1 kg,$44.00,https://www.walmart.com.mx/ip/frijol-pinto-verde-valle-1-kg/00750107130144?from=/search,Walmart,2026-04-24T23:25:56.964Z,44.0,1.0,kg,44.0,Legumbres,False,Frijol
